Track name,Artist name,Album,Playlist name,Type,ISRC,Spotify - id,spotify:track:Spotify - id
Main Hoon,Sanam,Main Hoon,Favorite Songs,Favorite,INS171400916,6jTL6ZjxSH12hS9Djhlm9r,spotify:track:6jTL6ZjxSH12hS9Djhlm9r
Tumhe Jo Maine Dekha,Abhijeet,Main Hoon Na,Favorite Songs,Favorite,INS180461112,0pPGUL7171TRGgI6wyP8wP,spotify:track:0pPGUL7171TRGgI6wyP8wP
Ik Lamha,Azaan Sami Khan,Main Tera,Favorite Songs,Favorite,INU252103324,6KtSNVgCmQEvDgIuHoXAkT,spotify:track:6KtSNVgCmQEvDgIuHoXAkT
Shake Body,Skales,Man Of The Year,Favorite Songs,Favorite,TCACF1586386,4btYeVhPo0QIbUxySZGjba,spotify:track:4btYeVhPo0QIbUxySZGjba
Mazi Pandhari Chi Maay,Ajay Gogavale,Mauli,Favorite Songs,Favorite,INR791800001,7weLIfRYYPLOfYLZkszvQ6,spotify:track:7weLIfRYYPLOfYLZkszvQ6
Aa Ante Amalapuram,Malathi,Maximum,Favorite Songs,Favorite,INS181201713,6iC7uWRaU8uuklZ6z7yC1c,spotify:track:6iC7uWRaU8uuklZ6z7yC1c
Ghei Chand Makarand,Rahul Deshpande,Me Vasantrao (Original Motion Picture Soundtrack),Favorite Songs,Favorite,FR2X42255481,5Btz18RCFTdLVIdySQ5rRt,spotify:track:5Btz18RCFTdLVIdySQ5rRt
Isq Risk,Sohail Sen,Mere Brother Ki Dulhan,Favorite Songs,Favorite,INY091100022,0rxEPf4Y6uBmV3hkrV340a,spotify:track:0rxEPf4Y6uBmV3hkrV340a
Madhubala,Sohail Sen,Mere Brother Ki Dulhan,Favorite Songs,Favorite,INY091100023,44OZwf1pS0nnoPJEz2pqAX,spotify:track:44OZwf1pS0nnoPJEz2pqAX
Mere Gully Mein (feat. Naezy),DIVINE,Mere Gully Mein (feat. Naezy),Favorite Songs,Favorite,INS171500560,4NEdR5Yo8D2KwL7Y9KW7EH,spotify:track:4NEdR5Yo8D2KwL7Y9KW7EH
Numb,Linkin Park,Meteora,Favorite Songs,Favorite,USWB10300474,2nLtzopw4rPReszdYBJU6h,spotify:track:2nLtzopw4rPReszdYBJU6h
Best Song Ever,One Direction,Midnight Memories (Deluxe),Favorite Songs,Favorite,GBHMU1300102,5T7ZFtCcOgkpjxcuaeZbw0,spotify:track:5T7ZFtCcOgkpjxcuaeZbw0
"Milegi Milegi (From ""Stree"")",Mika Singh,"Milegi Milegi (From ""Stree"")",Favorite Songs,Favorite,INS181801764,52uiJsA4FrtAZlgqxCJwJI,spotify:track:52uiJsA4FrtAZlgqxCJwJI
Mirzya,Daler Mehndi,Mirzya - Dare To Love,Favorite Songs,Favorite,INS181601465,6UHlZuVp5fzFn1kW2r2p7g,spotify:track:6UHlZuVp5fzFn1kW2r2p7g
Tip Tip Barsa Paani,Alka Yagnik,Mohra (Original Motion Picture Soundtrack),Favorite Songs,Favorite,INV119400084,0VPVC9SAd50YMPhHfCz7F6,spotify:track:0VPVC9SAd50YMPhHfCz7F6
Get Low,Dillon Francis,"Money Sucks, Friends Rule",Favorite Songs,Favorite,USSM11403232,3oZoXyU0SkDldgS7AcN4y4,spotify:track:3oZoXyU0SkDldgS7AcN4y4
Pump It,Black Eyed Peas,Monkey Business,Favorite Songs,Favorite,USIR10500407,2ygMBIctKIAfbEBcT9065L,spotify:track:2ygMBIctKIAfbEBcT9065L
Sukhkarta Dookharta (Aarti),Dnyaneshwar Meshram,Morya,Favorite Songs,Favorite,INE151300002,52AG2vDj4m830thyrCve0d,spotify:track:52AG2vDj4m830thyrCve0d
Tuch Maajhi Aai Devaa,Dnyaneshwar Meshram,Morya,Favorite Songs,Favorite,INE151300001,4NIIHf9V92ZygDQpY2IM3Y,spotify:track:4NIIHf9V92ZygDQpY2IM3Y
He Lambodhar Gajmukh Mere Moraya,Farid Sabri,Morya,Favorite Songs,Favorite,INE151300005,5Mmjl5pgacs6J4onkSQ4oO,spotify:track:5Mmjl5pgacs6J4onkSQ4oO
Tu Jo Hain,Ankit Tiwari,Mr. X (Original Motion Picture Soundtrack),Favorite Songs,Favorite,INS171500352,3HH3xlISSAhadC8bu0UDdl,spotify:track:3HH3xlISSAhadC8bu0UDdl
Jeene Ke Hain Chaar Din,Sonu Nigam,Mujhse Shaadi Karogi,Favorite Songs,Favorite,INS180461123,4UJih0aZ8YcQm4CIErba45,spotify:track:4UJih0aZ8YcQm4CIErba45
Paintra - Extended Version,DIVINE,Mukkabaaz (Original Motion Picture Soundtrack),Favorite Songs,Favorite,GBSGZ1501287,4hXnLzxxVrpQEMX4KUz5cH,spotify:track:4hXnLzxxVrpQEMX4KUz5cH
Dil Ko Hazar Bar,Alsiha Chinai,Murder,Favorite Songs,Favorite,INH100450030,1WnDMbh4JP7Dp12sy0fd3L,spotify:track:1WnDMbh4JP7Dp12sy0fd3L
Kaho Na Kaho,Amir Jamal,Murder (Original Motion Picture Soundtrack),Favorite Songs,Favorite,INH100902140,1hdwX8RMyVhMoBISvnuDZJ,spotify:track:1hdwX8RMyVhMoBISvnuDZJ
Phir Mohabbat,Mohammed Irfan,Murder 2,Favorite Songs,Favorite,INS181101313,2b2HutIDmoeBnnKRWDLAtV,spotify:track:2b2HutIDmoeBnnKRWDLAtV
Aye Khuda,Kshitij Tarey,Murder 2,Favorite Songs,Favorite,INS181101312,1SdMHj6tJp2YZ5INflJR1T,spotify:track:1SdMHj6tJp2YZ5INflJR1T
Aa Zara,Sunidhi Chauhan,Murder 2,Favorite Songs,Favorite,INS181101311,42epVqODeb3JYwG8XwahPi,spotify:track:42epVqODeb3JYwG8XwahPi
Hale Dil,Harshit Saxena,Murder 2,Favorite Songs,Favorite,INS181101310,6GQK4G5o60E8YA18DGpAzv,spotify:track:6GQK4G5o60E8YA18DGpAzv
Mat Aazma Re,Pritam,Murder 3 (Original Motion Picture Soundtrack),Favorite Songs,Favorite,INS171300002,0mh4VutnDyBn1sqcp05MZD,spotify:track:0mh4VutnDyBn1sqcp05MZD
Saaki,Vishal-Shekhar,Musafir,Favorite Songs,Favorite,INS180461128,3zEkqnyPzhHBuHCeoWLYjQ,spotify:track:3zEkqnyPzhHBuHCeoWLYjQ
Yaad Aayee,Adnan Sami,Muskaan,Favorite Songs,Favorite,INS180351206,4x6WWr7FGa7EeRg8eTT7oR,spotify:track:4x6WWr7FGa7EeRg8eTT7oR
GDFR (feat. Sage the Gemini & Lookas),Flo Rida,My House,Favorite Songs,Favorite,USAT21404117,26rdOwwjC2UnweK3xeS58u,spotify:track:26rdOwwjC2UnweK3xeS58u
Sajdaa,Shankar-Ehsaan-Loy,My Name Is Khan (Original Motion Picture Soundtrack),Favorite Songs,Favorite,INS170900501,5upmbnXemLfPvs3d2eyHml,spotify:track:5upmbnXemLfPvs3d2eyHml
Noor E Khuda,Shankar-Ehsaan-Loy,My Name Is Khan (Original Motion Picture Soundtrack),Favorite Songs,Favorite,INS170900500,0tY8ZIArzjkH6dbXp42ohg,spotify:track:0tY8ZIArzjkH6dbXp42ohg
Naagin,Vayu,Naagin,Favorite Songs,Favorite,INS171903305,7gAyu0od48mkaCw1laPKVC,spotify:track:7gAyu0od48mkaCw1laPKVC
"Main Jahaan Rahoon (From ""Namastey London"")",Rahat Fateh Ali Khan,Namastey London,Favorite Songs,Favorite,GBSGZ0700026,26q5bMeoH7C2K3Xye5QKnH,spotify:track:26q5bMeoH7C2K3Xye5QKnH
Rafta Rafta,RDB,Namastey London,Favorite Songs,Favorite,GBSGZ0700028,6y5hV4UIPFavg6ojxwIzoU,spotify:track:6y5hV4UIPFavg6ojxwIzoU
Ek Din Teri Raahon,Javed Ali,Naqaab (Original Motion Picture Soundtrack),Favorite Songs,Favorite,INT100700189,6UEhNvccAc4OyEDJYB5brb,spotify:track:6UEhNvccAc4OyEDJYB5brb
千夜,Yasuharu Takanashi,NARUTO-ナルト- 疾風伝　オリジナル・サウンドトラック Ⅱ,Favorite Songs,Favorite,JPE300902423,2VWDk6GcnMaysTpVQH121M,spotify:track:2VWDk6GcnMaysTpVQH121M
Nasha (Equals Sessions),Faridkot,Nasha (Equals Sessions) - Single,Favorite Songs,Favorite,QMBZ91922158,1rDjwexewf4hrdZT7SRNsH,spotify:track:1rDjwexewf4hrdZT7SRNsH
Nashik Dhol Part-1,Meghraj Sutar,Nashik Dhol,Favorite Songs,Favorite,FR10S1907597,6a1r8J38lDeULmh9Inar8z,spotify:track:6a1r8J38lDeULmh9Inar8z
Tune Jo Na Kaha,Pritam,New York,Favorite Songs,Favorite,INY090900003,0pw3p4gf5homOkvOGOJulF,spotify:track:0pw3p4gf5homOkvOGOJulF
Dangerous,Kardinal Offishall,Not 4 Sale,Favorite Songs,Favorite,USUM70830921,4NOZ35Dhucr6UlVyLOtktd,spotify:track:4NOZ35Dhucr6UlVyLOtktd
Main Agar Kahoon,Vishal-Shekhar,Om Shanti Om,Favorite Songs,Favorite,INS180705751,0iXLwnLmLwn9y54JtBTNxY,spotify:track:0iXLwnLmLwn9y54JtBTNxY
Jag Soona Soona Lage,Vishal-Shekhar,Om Shanti Om,Favorite Songs,Favorite,INS180705752,2sVzO3L0fdOMVe8wVlM0IE,spotify:track:2sVzO3L0fdOMVe8wVlM0IE
Dard - E - Disco,Vishal-Shekhar,Om Shanti Om,Favorite Songs,Favorite,INS180705749,2GTasAZimpxzNgE7aXFifI,spotify:track:2GTasAZimpxzNgE7aXFifI
"Naina (From ""Omkara"")",Rahat Fateh Ali Khan,Omkara,Favorite Songs,Favorite,GBSGZ0700020,11NGh2wd1oAVMtB2G1qXvc,spotify:track:11NGh2wd1oAVMtB2G1qXvc
Tum Jo Aaye,Pritam,Once Upon A Time In Mumbaai,Favorite Songs,Favorite,INS181007085,2iZeKe5avjtKVmjfSFkpxd,spotify:track:2iZeKe5avjtKVmjfSFkpxd
Ye Tune Kya Kiya,Pritam,Once Upon Ay Time In Mumbai Dobaara !,Favorite Songs,Favorite,INS181304385,2cPUB8EOT6AfJ8oxhyoNXL,spotify:track:2cPUB8EOT6AfJ8oxhyoNXL
Aye Khuda,Salim Merchant,Paathshaala,Favorite Songs,Favorite,INS181005536,1vgVsR5rkXGP4NmUcoroJH,spotify:track:1vgVsR5rkXGP4NmUcoroJH
"Pachtaoge (From ""Jaani Ve"")",Arijit Singh,"Pachtaoge (From ""Jaani Ve"")",Favorite Songs,Favorite,INS181904506,5QVHNa0ppJUOoqSd36ovQS,spotify:track:5QVHNa0ppJUOoqSd36ovQS
Khalibali,Shivam Pathak,Padmaavat,Favorite Songs,Favorite,INS181800099,3JT0mVof65rIHpRZITwRx1,spotify:track:3JT0mVof65rIHpRZITwRx1
Pagol,Deep Jandu,Pagol,Favorite Songs,Favorite,CA3SS1932001,7MpfARGQRFqZxHEWLBjDkx,spotify:track:7MpfARGQRFqZxHEWLBjDkx
Paisaa,Kushal Grumpy,Paisaa,Favorite Songs,Favorite,QZTB82374520,4gDlagealcSx1ocWfcxRzI,spotify:track:4gDlagealcSx1ocWfcxRzI
Pal,Javed-Mohsin,Pal,Favorite Songs,Favorite,INS171806783,5G7pZ8G8NFvS1MQ9H4L7dC,spotify:track:5G7pZ8G8NFvS1MQ9H4L7dC
Khali Khali Sa,Romy,Panchayat Season 2 (Music from the Series),Favorite Songs,Favorite,INC442200034,68aa97NDLueh8MJNwABoJz,spotify:track:68aa97NDLueh8MJNwABoJz
Pasoori,Shae Gill,Pasoori,Favorite Songs,Favorite,FR10S2289473,7lvDsmTRXFE3dK4OjvRiWB,spotify:track:7lvDsmTRXFE3dK4OjvRiWB
O Meri Zohrajabeen,Himesh Reshammiya,Phir Hera Pheri,Favorite Songs,Favorite,INS180600500,1lMhoj9QVjrTTRokk8kW0u,spotify:track:1lMhoj9QVjrTTRokk8kW0u
Mujhko Yaad Sataye Teri,Himesh Reshammiya,Phir Hera Pheri,Favorite Songs,Favorite,INS180600499,2KQaNLCXDauWnNuVr6tOi2,spotify:track:2KQaNLCXDauWnNuVr6tOi2
Pirate,Liu,Pirate,Favorite Songs,Favorite,TCADC1745321,1JAqy8JxzsmMRq5jD2Oi49,spotify:track:1JAqy8JxzsmMRq5jD2Oi49
Dil Darbadar,Ankit Tiwari,Pk,Favorite Songs,Favorite,INS181420973,64uIY06wOtU9o8r3c1rx1x,spotify:track:64uIY06wOtU9o8r3c1rx1x
Bhagwaan Hai Kahan Re Tu,Sonu Nigam,Pk,Favorite Songs,Favorite,INS181420960,6QXOeVS0RuwbMrI4ud2Lud,spotify:track:6QXOeVS0RuwbMrI4ud2Lud
Tere Liye,Atif Aslam,Prince (Original Motion Picture Soundtrack),Favorite Songs,Favorite,INT101000002,0fCQRUbk8LIQTdQYGNtGyv,spotify:track:0fCQRUbk8LIQTdQYGNtGyv
Kaun Hoon Main,Atif Aslam,Prince (Original Motion Picture Soundtrack),Favorite Songs,Favorite,INT101000003,6JiCWN6LPXxDLwCV9iPJwj,spotify:track:6JiCWN6LPXxDLwCV9iPJwj
Pyar Karke,Pritam,Pyar Ke Side Effects,Favorite Songs,Favorite,INS180601147,1mo37kzViKKynppmfub1vr,spotify:track:1mo37kzViKKynppmfub1vr
PYRO - Extended Mix,Chester Young,PYRO,Favorite Songs,Favorite,NLG3N1900049,77XnNnxkr3FkNF04HEq6JY,spotify:track:77XnNnxkr3FkNF04HEq6JY
Bheegi Si Bhaagi Si,Pritam,Raajneeti (Original Motion Picture Soundtrack),Favorite Songs,Favorite,INS171000170,665b3Nss3OQmhTUdB5hBXw,spotify:track:665b3Nss3OQmhTUdB5hBXw
Mora Piya,Aadesh Shrivastava,Raajneeti (Original Motion Picture Soundtrack),Favorite Songs,Favorite,INS171000145,62kgwMyl2b6A9rJq38PbJ3,spotify:track:62kgwMyl2b6A9rJq38PbJ3
Tum Tak,A.R. Rahman,Raanjhanaa (Original Motion Picture Soundtrack),Favorite Songs,Favorite,INS171300335,1wnozUBSe7OMpmZiTPJC5j,spotify:track:1wnozUBSe7OMpmZiTPJC5j
Raanjhanaa,A.R. Rahman,Raanjhanaa (Original Motion Picture Soundtrack),Favorite Songs,Favorite,INS171300392,5OMUXgfXsSukZ0zxelpC3b,spotify:track:5OMUXgfXsSukZ0zxelpC3b
Piya Milenge,A.R. Rahman,Raanjhanaa (Original Motion Picture Soundtrack),Favorite Songs,Favorite,INS171300462,7o9kPO1qalH8szQlYnMI6C,spotify:track:7o9kPO1qalH8szQlYnMI6C
"Raataan Lambiyan (From ""Shershaah"")",Tanishk Bagchi,"Raataan Lambiyan (From ""Shershaah"")",Favorite Songs,Favorite,INS172102667,2rOnSn2piaqLAlYjtfUBlY,spotify:track:2rOnSn2piaqLAlYjtfUBlY
Ranjha Ranjha,Rekha Bhardwaj,Raavan,Favorite Songs,Favorite,INS181005803,6IFsUWHbinvsqfEQvrP8xR,spotify:track:6IFsUWHbinvsqfEQvrP8xR
O Jaana,Raju Singh,RAAZ - The Mystery Continues (Original Motion Picture Soundtrack),Favorite Songs,Favorite,INS170816457,6nDsd9LoKLPHv4VcpCG5Wg,spotify:track:6nDsd9LoKLPHv4VcpCG5Wg
Soniyo,Raju Singh,RAAZ - The Mystery Continues (Original Motion Picture Soundtrack),Favorite Songs,Favorite,INS170816456,4J5OpeZUR2msDPfMsIeGSU,spotify:track:4J5OpeZUR2msDPfMsIeGSU
Deewana Kar Raha Hai,Javed Ali,Raaz 3,Favorite Songs,Favorite,INS181202495,2tva3nN2kQhBjHMC7Zlty6,spotify:track:2tva3nN2kQhBjHMC7Zlty6
Tujh Mein Rab Dikhta Hai,Salim–Sulaiman,Rab Ne Bana Di Jodi,Favorite Songs,Favorite,INY090800053,2LcXJP95e4HKydTZ2mYfrx,spotify:track:2LcXJP95e4HKydTZ2mYfrx
Race Saanson Ki,Sunidhi Chauhan,Race (Original Motion Picture Soundtrack),Favorite Songs,Favorite,INT100700308,79F3Cm8rSKxKs5l3RxXHIW,spotify:track:79F3Cm8rSKxKs5l3RxXHIW
Party On My Mind,Pritam,Race 2 (Original Motion Picture Soundtrack),Favorite Songs,Favorite,INT101202545,5Rn1DPzSzUktbhuNDDJocS,spotify:track:5Rn1DPzSzUktbhuNDDJocS
Bhayanak Atma,Nucleya,Raja Baja,Favorite Songs,Favorite,FR10S1723089,3IgxCj017H9u8VFHa1U0vk,spotify:track:3IgxCj017H9u8VFHa1U0vk
Mila Toh Marega,Ravindra Upadhyay,Rakht Charitra,Favorite Songs,Favorite,INS181008861,5zlB4HfyZ4C5EbgbHPkYIN,spotify:track:5zlB4HfyZ4C5EbgbHPkYIN
Khaul Khaul Ke,Jojo,Rakht Charitra,Favorite Songs,Favorite,INS181008860,3NJcrzY88MT72IK1Wg0AB2,spotify:track:3NJcrzY88MT72IK1Wg0AB2
Tattad Tattad,Aditya Narayan,Ram-Leela (Original Motion Picture Soundtrack),Favorite Songs,Favorite,FR6V82214374,7CcAKQatXMmlr7wi6BaQsI,spotify:track:7CcAKQatXMmlr7wi6BaQsI
Masti Ki Paathshala,A.R. Rahman,Rang De Basanti (Original Motion Picture Soundtrack),Favorite Songs,Favorite,INS170500263,2cZ2Q33G9mkS8fIVKM591T,spotify:track:2cZ2Q33G9mkS8fIVKM591T
Luka Chuppi,A.R. Rahman,Rang De Basanti (Original Motion Picture Soundtrack),Favorite Songs,Favorite,INS170500268,500H9ENeR5AYbKU1ScK6ME,spotify:track:500H9ENeR5AYbKU1ScK6ME
Khalbali,A.R. Rahman,Rang De Basanti (Original Motion Picture Soundtrack),Favorite Songs,Favorite,INS170500267,6sXzqMagXtWvSOI9nNc4UD,spotify:track:6sXzqMagXtWvSOI9nNc4UD
Hai Rama,Hariharan,Rangeela (Original Motion Picture Soundtrack),Favorite Songs,Favorite,INT109900035,0ZGicTeWpoIMpJax3NAuhn,spotify:track:0ZGicTeWpoIMpJax3NAuhn
Mere Miyan Gaye England,Rekha Bhardwaj,Rangoon,Favorite Songs,Favorite,INS181700068,7ygL6M0dVoEYJknGo23Sfm,spotify:track:7ygL6M0dVoEYJknGo23Sfm
Chammak Challo,Akon,Ra-One,Favorite Songs,Favorite,INS181103370,0EH7sgeiFqDa3eS7ieW2zs,spotify:track:0EH7sgeiFqDa3eS7ieW2zs
Raftaarein,Vishal Dadlani,Ra-One,Favorite Songs,Favorite,INS181103375,3pjZQfBShK7O01QvtQwmcg,spotify:track:3pjZQfBShK7O01QvtQwmcg
Girls Like You (feat. Cardi B) - Cardi B Version,Maroon 5,Red Pill Blues (Deluxe),Favorite Songs,Favorite,USUM71805272,7fa9MBXhVfQ8P8Df9OEbD8,spotify:track:7fa9MBXhVfQ8P8Df9OEbD8
"Woh Pehli Baar (From ""Pyaar Mein Kabhi Kabhi"")",Vishal Dadlani,Rediscovered Gems: Shaan,Favorite Songs,Favorite,INS179900045,4Jm3Fekmlk6x2uANbmji2L,spotify:track:4Jm3Fekmlk6x2uANbmji2L
Dewak Kalji Re,Ajay Gogavale,Redu (Original Motion Picture Soundtrack),Favorite Songs,Favorite,INV271700027,04FrYE3TX2ef8BreMNc0S2,spotify:track:04FrYE3TX2ef8BreMNc0S2
Zara Zara,Bombay Jayashri,Rehnaa Hai Terre Dil Mein,Favorite Songs,Favorite,INH100152390,7wrYBASu0OoxoDErd4Edxd,spotify:track:7wrYBASu0OoxoDErd4Edxd
Such Keh Raha Hai,KK,Rehnaa Hai Terre Dil Mein,Favorite Songs,Favorite,INH100152410,0ypgFw67lNEpoKFUxUV0tG,spotify:track:0ypgFw67lNEpoKFUxUV0tG
Dilko Tumse Pyar Hua,Roop Kumar Rathod,Rehnaa Hai Terre Dil Mein,Favorite Songs,Favorite,INH100152400,5ZkvDXwUVegIjYFnjQhwmr,spotify:track:5ZkvDXwUVegIjYFnjQhwmr
Shinzou Wo Sasageyo,Musicality,Remixes 17,Favorite Songs,Favorite,QM4DW1884719,5oPubbNL65jImloEXqze4J,spotify:track:5oPubbNL65jImloEXqze4J
Rock On!!,Farhan Akhtar,Rock On,Favorite Songs,Favorite,INS180908333,6fABlNfAOylt7ZxfX8K1XL,spotify:track:6fABlNfAOylt7ZxfX8K1XL
Drop It,Aero Chord,Rocket League x Monstercat Vol. 1,Favorite Songs,Favorite,CA6D21700145,5o4MRKC6Y8idOvgEvpsx5P,spotify:track:5o4MRKC6Y8idOvgEvpsx5P
Tum Ho,Mohit Chauhan,Rockstar,Favorite Songs,Favorite,INS181103509,7uNnlVit5qDvfOje0pqICF,spotify:track:7uNnlVit5qDvfOje0pqICF
Saadda Haq,Mohit Chauhan,Rockstar,Favorite Songs,Favorite,INS181103510,7k3jpyYPnVnbO0p7iejWxL,spotify:track:7k3jpyYPnVnbO0p7iejWxL
Phir Se Ud Chala,Mohit Chauhan,Rockstar,Favorite Songs,Favorite,INS181103498,1kcV2LJxt5v0s2cEGtEJ5i,spotify:track:1kcV2LJxt5v0s2cEGtEJ5i
Nadaan Parinde,A.R. Rahman,Rockstar,Favorite Songs,Favorite,INS181103508,6Z394Nd4gW6Ts9hmu3NUjx,spotify:track:6Z394Nd4gW6Ts9hmu3NUjx
Kun Faya Kun,A.R. Rahman,Rockstar,Favorite Songs,Favorite,INS181103501,7F8RNvTQlvbeBLeenycvN6,spotify:track:7F8RNvTQlvbeBLeenycvN6
Jo Bhi Main,Mohit Chauhan,Rockstar,Favorite Songs,Favorite,INS181103499,2MmAYegcUty1DmG0Gw7AMh,spotify:track:2MmAYegcUty1DmG0Gw7AMh
Alfazon Ki Tarah,Ankit Tiwari,Rocky Handsome,Favorite Songs,Favorite,INS181600300,3QLC8cl5cSwHCxGtK9r2k9,spotify:track:3QLC8cl5cSwHCxGtK9r2k9
Maine Dil Se Kaha,KK,Rog,Favorite Songs,Favorite,INH100401968,0dZjWF8uklfNUHiPS2vC6E,spotify:track:0dZjWF8uklfNUHiPS2vC6E
Yeh Haseen Vadiyan Yeh Khula Aasman,A.R. Rahman,Roja (Original Motion Picture Soundtrack),Favorite Songs,Favorite,INM129400226,6NmGIj2leVHRKkHEGyechJ,spotify:track:6NmGIj2leVHRKkHEGyechJ
"Roja - Version, 1",A.R. Rahman,Roja (Original Motion Picture Soundtrack),Favorite Songs,Favorite,INM129400225,4zS1GqwMvfSsA0g48qvxAq,spotify:track:4zS1GqwMvfSsA0g48qvxAq
Tu Hai Ki Nahi,Ankit Tiwari,Roy,Favorite Songs,Favorite,INS181427587,4brSaQIT3bnnE41D042fgL,spotify:track:4brSaQIT3bnnE41D042fgL
Sooraj Dooba Hain,Arijit Singh,Roy,Favorite Songs,Favorite,INS181427514,48pyUxg9RYuwie5M9R7qRn,spotify:track:48pyUxg9RYuwie5M9R7qRn
Saathiya,A.R. Rahman,Saathiya,Favorite Songs,Favorite,INY090200015,78KKYDENYsw6jYfuEZsqJl,spotify:track:78KKYDENYsw6jYfuEZsqJl
Aye Udi Udi Udi,A.R. Rahman,Saathiya,Favorite Songs,Favorite,INY090200017,6K0Ea7pq2trf6SwsfEKkOp,spotify:track:6K0Ea7pq2trf6SwsfEKkOp
O Humdum Suniyo Re,A.R. Rahman,Saathiya,Favorite Songs,Favorite,INY090200019,0KdDgQgvvh7tYM3jj3n78l,spotify:track:0KdDgQgvvh7tYM3jj3n78l
Jab Se Tere Naina,Monty Sharma,Saawariya (Original Motion Picture Soundtrack),Favorite Songs,Favorite,INS170709290,0gRNu9dVzi5aC87AI1empZ,spotify:track:0gRNu9dVzi5aC87AI1empZ
Sabse Pehle Hai Pyar - Lofi,Shiwani Kumbhare,Sabse Pehle Hai Pyar (Lofi),Favorite Songs,Favorite,UK6822214404,1k51yO0Piz6FJGVVCIp7wE,spotify:track:1k51yO0Piz6FJGVVCIp7wE
Salaam Namaste,Vishal-Shekhar,Salaam Namaste,Favorite Songs,Favorite,INY090500040,7fuze7SkVTRISfwqErqJCn,spotify:track:7fuze7SkVTRISfwqErqJCn
Same Beef,Bohemia,Same Beef,Favorite Songs,Favorite,INS921901780,65c6VCikt7f5sAS1heoYQC,spotify:track:65c6VCikt7f5sAS1heoYQC
Kya Tujhe Ab Ye Dil Bataye,Falak Shabbir,Sanam Re,Favorite Songs,Favorite,INS181600004,2bzgUZjCj2opToH4ilP7W0,spotify:track:2bzgUZjCj2opToH4ilP7W0
"Sanam Teri Kasam (From ""Sanam Teri Kasam"")",Ankit Tiwari,Sanam Teri Kasam (Original Motion Picture Soundtrack),Favorite Songs,Favorite,GBSGZ1500559,0ytlfwpllK3xn1SN0gNKuT,spotify:track:0ytlfwpllK3xn1SN0gNKuT
"Tera Chehra (From ""Sanam Teri Kasam"")",Arijit Singh,Sanam Teri Kasam (Original Motion Picture Soundtrack),Favorite Songs,Favorite,GBSGZ1500562,1xAJ4QDwQbBuaTxv9kBnrt,spotify:track:1xAJ4QDwQbBuaTxv9kBnrt
Sanam Teri Kasam,Ankit Tiwari,Sanam Teri Kasam (Original Motion Picture Soundtrack),Favorite Songs,Favorite,GBSGZ1500559,1PDREqVNvmphIoNac3Vz8c,spotify:track:1PDREqVNvmphIoNac3Vz8c
"Sapna Jahan (From ""Brothers"")",Ajay-Atul,"Sapna Jahan (From ""Brothers"")",Favorite Songs,Favorite,INS171501082,6uQkoo1UGWThtEpNEYc6Ga,spotify:track:6uQkoo1UGWThtEpNEYc6Ga
Sam Dam Dand Bhed,Kailash Kher,Sarkar,Favorite Songs,Favorite,INS180500297,5M2f7YbqT2m2uOlUJNkDIP,spotify:track:5M2f7YbqT2m2uOlUJNkDIP
Govinda Song,Amitabh Bachchan,Sarkar,Favorite Songs,Favorite,INS180500296,17nKwRSIrtwRseuNKTuH8D,spotify:track:17nKwRSIrtwRseuNKTuH8D
Satisfya,Imran Khan,Satisfya,Favorite Songs,Favorite,GBB291300001,6HGoVbCUr63SgU3TjxEVj6,spotify:track:6HGoVbCUr63SgU3TjxEVj6
Chiraiyya,Swanand Kirkire,Satyamev Jayate,Favorite Songs,Favorite,INS181201401,0hQNLwyf8qtVBXJiFeTkD8,spotify:track:0hQNLwyf8qtVBXJiFeTkD8
Varyavarti Gandh,Kunal Ganjawala,Savarkhed Ek Gaon (Original Motion Picture Soundtrack),Favorite Songs,Favorite,INV270700009,0ECK4SanSgpooIj7UloLeR,spotify:track:0ECK4SanSgpooIj7UloLeR
See You Again (feat. Charlie Puth),Wiz Khalifa,See You Again (feat. Charlie Puth),Favorite Songs,Favorite,USAT21703595,2JzZzZUQj3Qff7wapcbKjc,spotify:track:2JzZzZUQj3Qff7wapcbKjc
Bharat Mata Ki Jai,Vishal-Shekhar,Shanghai,Favorite Songs,Favorite,INS181201308,6lYGpT5o1kiiqLRTzVy9lm,spotify:track:6lYGpT5o1kiiqLRTzVy9lm
"Mehbooba Mehbooba - From ""Sholay""",R. D. Burman,Sholay Songs And Dialogues (Vol. 2/Original Motion Picture Soundtrack),Favorite Songs,Favorite,INP100300029,6966cgOPA1kF13BIoNXp24,spotify:track:6966cgOPA1kF13BIoNXp24
Ganpat,Mika Singh,Shootout At Lokhandwala,Favorite Songs,Favorite,INS180702499,5RH4M64x1jvPMWHN5S2LAz,spotify:track:5RH4M64x1jvPMWHN5S2LAz
Saibo,Sachin-Jigar,Shor in the City (Original Motion Picture Soundtrack),Favorite Songs,Favorite,INS171100070,6udC4b4jOSnHb9ItnXgKLR,spotify:track:6udC4b4jOSnHb9ItnXgKLR
Teri yaadein,Shrey Singhal,Shrey Singhal,Favorite Songs,Favorite,USQY51295075,4Jyyn1HWcOwBGhHjMOOcpe,spotify:track:4Jyyn1HWcOwBGhHjMOOcpe
Gulabi,Sachin-Jigar,Shuddh Desi Romance,Favorite Songs,Favorite,INY091300039,22kRCQPyNXWZSQEcDvCmGD,spotify:track:22kRCQPyNXWZSQEcDvCmGD
